dataset,model,subset,regime,reply_set,reply_set_id,f1_estimate,f1_mean,f1_ci.low,f1_ci.high,recall_estimate,recall_mean,recall_ci.low,recall_ci.high,precision_estimate,precision_mean,precision_ci.low,precision_ci.high
thread,Llama3-70B,trump,SFT,5,0,0.980375469,0.980947385,0.941685106,1,0.98,0.980172,0.94,1,0.982222222,0.984337035,0.953846154,1
thread,Llama3-70B,trump,SFT,5,1,0.89407496,0.892808181,0.790128708,0.979426848,0.9,0.899558,0.8195,0.98,0.898476471,0.90347064,0.810350351,0.980740741
thread,Llama3-70B,trump,SFT,5,2,0.859577245,0.858391228,0.753232745,0.941907454,0.86,0.860104,0.76,0.94,0.866666667,0.871934755,0.779390572,0.95126875
thread,Llama3-70B,trump,SFT,5,3,0.94162963,0.942376764,0.872556753,1,0.94,0.940548,0.86,1,0.945,0.949728814,0.883747159,1
thread,Llama3-70B,trump,SFT,5,4,0.858847118,0.858825714,0.753220427,0.941874072,0.86,0.86025,0.76,0.94,0.858758621,0.866347572,0.76,0.949840404
thread,Llama3-70B,trump,SFT,5,5,0.89937931,0.899288738,0.804045614,0.979688032,0.9,0.900548,0.8,0.98,0.904,0.90937615,0.829088636,0.980666667
thread,Llama3-70B,trump,SFT,overall,0,0.926684493,0.926821967,0.896657235,0.956386965,0.926666667,0.926803,0.896666667,0.956666667,0.926728507,0.927578617,0.897202146,0.956526336
thread,Llama3-70B,trump,SFT,overall,1,0.911971662,0.912078161,0.875623653,0.944111623,0.912,0.9121136,0.876,0.944,0.911988506,0.913082173,0.876237149,0.945143213
thread,Llama3-70B,trump,SFT,overall,2,0.862118816,0.862275047,0.814143553,0.906908411,0.86,0.859966,0.81,0.905,0.866335084,0.868626007,0.820802916,0.912347871
thread,Llama3-70B,trump,SFT,overall,3,0.914227106,0.914244351,0.867658167,0.954340972,0.913333333,0.913268667,0.866666667,0.953333333,0.915669516,0.917493304,0.871355547,0.957719829
thread,Llama3-70B,trump,SFT,overall,4,0.841112039,0.841616874,0.76934758,0.910047369,0.84,0.840279,0.77,0.91,0.84294237,0.848038721,0.775415914,0.913119253
thread,Llama3-70B,trump,SFT,overall,5,0.89937931,0.898608936,0.808529124,0.97966996,0.9,0.899848,0.82,0.98,0.904,0.908718078,0.828034311,0.980666667
thread,Llama3-70B,joint,SFT,overall,overall,0.817155789,0.817246674,0.79348896,0.840609593,0.816190476,0.816146286,0.792380952,0.84,0.825015383,0.826239374,0.803166635,0.848536382
thread,Llama3-70B,joint,SFT,0,overall,0.893350649,0.892023069,0.787247471,0.978827839,0.9,0.900204,0.82,0.98,0.916111111,0.922693267,0.837333333,0.982857143
thread,Llama3-70B,joint,SFT,0,0,0.893350649,0.892368803,0.791096285,0.979111111,0.9,0.900544,0.82,0.98,0.916111111,0.92290996,0.839802381,0.983333333
thread,Llama3-70B,joint,SFT,1,overall,0.899866667,0.900042759,0.836641321,0.953946837,0.9,0.900396,0.84,0.95,0.905373402,0.91132995,0.857329634,0.960888133
thread,Llama3-70B,joint,SFT,1,0,0.861356725,0.860089608,0.758999682,0.942090354,0.86,0.860072,0.76,0.94,0.869,0.880893826,0.789839257,0.95636526
thread,Llama3-70B,joint,SFT,1,1,0.940434562,0.94250201,0.870283277,1,0.94,0.940012,0.86,1,0.951538462,0.960303246,0.916424107,1
thread,Llama3-70B,joint,SFT,2,overall,0.793935927,0.793827118,0.727961951,0.855775442,0.786666667,0.786416,0.72,0.853333333,0.820332273,0.827011832,0.771858701,0.881062307
thread,Llama3-70B,joint,SFT,2,0,0.818086247,0.816188456,0.699267216,0.919722549,0.82,0.819958,0.72,0.92,0.830833333,0.843723641,0.732442025,0.938823529
thread,Llama3-70B,joint,SFT,2,1,0.8321591,0.831078124,0.724679609,0.92312575,0.8,0.80025,0.68,0.9,0.876349206,0.888508395,0.784544318,0.97
thread,Llama3-70B,joint,SFT,2,2,0.735176045,0.737295649,0.603471608,0.855626246,0.74,0.740894,0.62,0.86,0.824285714,0.826496073,0.674309729,0.914724297
thread,Llama3-70B,joint,SFT,3,overall,0.828059292,0.828994991,0.775211657,0.880052405,0.83,0.830427,0.775,0.88,0.835639324,0.841355897,0.789282682,0.88938504
thread,Llama3-70B,joint,SFT,3,0,0.882142877,0.882151189,0.786757451,0.960536654,0.88,0.88037,0.78,0.96,0.907333333,0.917119858,0.848372763,0.97
thread,Llama3-70B,joint,SFT,3,1,0.811107855,0.810006143,0.692259976,0.918677202,0.82,0.819308,0.7,0.92,0.81478022,0.828466149,0.711433442,0.928504637
thread,Llama3-70B,joint,SFT,3,2,0.844697198,0.850801066,0.747427381,0.940796426,0.84,0.840696,0.74,0.94,0.865294118,0.88755317,0.798154893,0.959388095
thread,Llama3-70B,joint,SFT,3,3,0.79330662,0.793189389,0.671333797,0.902225214,0.78,0.7795,0.66,0.88,0.822017544,0.8379232,0.708939182,0.943273052
thread,Llama3-70B,joint,SFT,4,overall,0.809156084,0.809753593,0.75942406,0.857526607,0.808,0.8077288,0.756,0.856,0.819233472,0.824647029,0.776483267,0.869475565
thread,Llama3-70B,joint,SFT,4,0,0.863162014,0.862475754,0.761412329,0.944852256,0.86,0.85966,0.76,0.94,0.888333333,0.900602371,0.832222222,0.963766667
thread,Llama3-70B,joint,SFT,4,1,0.752007133,0.75258966,0.626744683,0.864385227,0.74,0.740864,0.62,0.86,0.794766789,0.81133476,0.69275469,0.909166667
thread,Llama3-70B,joint,SFT,4,2,0.814,0.815062709,0.706128434,0.912828879,0.8,0.798998,0.68,0.9,0.855222222,0.866279548,0.762928549,0.9475
thread,Llama3-70B,joint,SFT,4,3,0.866919259,0.868050184,0.768028572,0.950249409,0.86,0.860004,0.76,0.94,0.890777778,0.904136968,0.823845238,0.968
thread,Llama3-70B,joint,SFT,4,4,0.786345774,0.788708784,0.66556343,0.897610261,0.78,0.779876,0.66,0.88,0.810482456,0.828181314,0.709046919,0.925239146
thread,Llama3-70B,joint,SFT,5,overall,0.790967654,0.791362651,0.746266045,0.835699035,0.786666667,0.786612333,0.74,0.833333333,0.810106428,0.814265285,0.771082544,0.854771547
thread,Llama3-70B,joint,SFT,5,0,0.907461538,0.906062623,0.814735395,0.98,0.9,0.900104,0.8,0.98,0.932857143,0.935236764,0.85615,0.986666667
thread,Llama3-70B,joint,SFT,5,1,0.747049808,0.746285213,0.618906372,0.861153086,0.72,0.719066,0.6,0.84,0.828475524,0.843270149,0.7298959,0.930808929
thread,Llama3-70B,joint,SFT,5,2,0.753668466,0.756416106,0.634403631,0.866642589,0.74,0.740778,0.62,0.86,0.807777778,0.823867048,0.719284127,0.915238636
thread,Llama3-70B,joint,SFT,5,3,0.818080299,0.815797018,0.694498816,0.920542968,0.82,0.819458,0.7,0.92,0.849138889,0.851678261,0.72688085,0.950607576
thread,Llama3-70B,joint,SFT,5,4,0.743631354,0.74685604,0.617373155,0.861279905,0.74,0.739074,0.6,0.86,0.806051282,0.824146738,0.720541667,0.912
thread,Llama3-70B,joint,SFT,5,5,0.801578947,0.804301952,0.688228495,0.909350123,0.8,0.801,0.68,0.9,0.814,0.828758799,0.714998026,0.929
thread,Llama3-70B,joint,SFT,overall,0,0.870197966,0.870419997,0.830757665,0.906975077,0.87,0.869728333,0.83,0.906666667,0.87281515,0.876015541,0.83753637,0.911952985
thread,Llama3-70B,joint,SFT,overall,1,0.808732338,0.809379358,0.759507825,0.856765696,0.804,0.804042,0.752,0.852,0.82240894,0.827455588,0.778456804,0.872782021
thread,Llama3-70B,joint,SFT,overall,2,0.784427321,0.78588894,0.728358799,0.841152099,0.78,0.7800295,0.72,0.835,0.802409854,0.809768027,0.75503984,0.861195941
thread,Llama3-70B,joint,SFT,overall,3,0.821233976,0.822395358,0.758944841,0.881811591,0.82,0.820488,0.76,0.88,0.837637717,0.845087417,0.787352211,0.89776141
thread,Llama3-70B,joint,SFT,overall,4,0.757775656,0.759288658,0.669778084,0.841712982,0.76,0.759713,0.67,0.84,0.786410714,0.797632171,0.716840997,0.871203527
thread,Llama3-70B,joint,SFT,overall,5,0.801578947,0.803839116,0.685434359,0.910936373,0.8,0.800602,0.68,0.9,0.814,0.828289162,0.714154762,0.930405844
